CMPLNT_NUM,CMPLNT_FR_DT,CMPLNT_FR_TM,CMPLNT_TO_DT,CMPLNT_TO_TM,RPT_DT,KY_CD,OFNS_DESC,PD_CD,PD_DESC,CRM_ATPT_CPTD_CD,LAW_CAT_CD,JURIS_DESC,BORO_NM,ADDR_PCT_CD,LOC_OF_OCCUR_DESC,PREM_TYP_DESC,PARKS_NM,HOOD,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,Lat_Lon
464594332,7/2/2016,4:45:00,7/2/2016,5:00:00,7/3/2016,105,ROBBERY,389,"ROBBERY,DWELLING",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,43,INSIDE,RESIDENCE - PUBLIC HOUSING,,BRONXDALE,1021623,240919,40.82787167,-73.86495842,"(40.827871665, -73.864958422)"
585701767,12/11/2015,19:30:00,12/11/2015,20:00:00,7/3/2016,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,45,INSIDE,RESIDENCE - PUBLIC HOUSING,,WESTCHESTER ,1025661,243553,40.83508322,-73.85035134,"(40.835083222, -73.850351342)"
550788966,6/29/2016,2:00:00,6/29/2016,2:30:00,6/29/2016,106,FELONY ASSAULT,105,STRANGULATION 1ST,COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,43,INSIDE,RESIDENCE - PUBLIC HOUSING,,CASTLE HILL,1025622,237609,40.81876884,-73.85052893,"(40.818768839, -73.850528931)"
230835535,6/28/2016,7:05:00,6/29/2016,8:45:00,6/29/2016,109,GRAND LARCENY,405,"LARCENY,GRAND BY THEFT OF CREDIT CARD",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,44,INSIDE,RESIDENCE - PUBLIC HOUSING,,CLAREMONT ,1008393,241797,40.8303276,-73.9127603,"(40.830327595, -73.912760304)"
731680136,6/27/2016,0:01:00,6/27/2016,0:04:00,6/27/2016,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",ATTEMPTED,FELONY,N.Y. HOUSING POLICE,BRONX,45,INSIDE,RESIDENCE - PUBLIC HOUSING,,THROGGS NECK,1032930,239207,40.82311764,-73.8241144,"(40.823117641, -73.824114397)"
546659352,6/25/2016,7:30:00,6/25/2016,8:00:00,6/25/2016,105,ROBBERY,388,"ROBBERY,RESIDENTIAL COMMON AREA",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,43,INSIDE,RESIDENCE - PUBLIC HOUSING,,SOUNDVIEW,1021342,237277,40.8178766,-73.86599391,"(40.817876601, -73.865993913)"
746410355,6/20/2016,16:52:00,,,6/20/2016,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,43,OUTSIDE,,,BRONXDALE,1021623,240919,40.82787167,-73.86495842,"(40.827871665, -73.864958422)"
950404697,6/19/2016,21:45:00,6/20/2016,7:30:00,6/20/2016,109,GRAND LARCENY,421,"LARCENY,GRAND FROM VEHICLE/MOTORCYCLE",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,43,REAR OF,RESIDENCE - PUBLIC HOUSING,,SOUNDVIEW,1020891,236726,40.81636615,-73.86762631,"(40.816366145, -73.867626311)"
733366466,6/18/2016,19:00:00,6/18/2016,19:25:00,6/18/2016,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,44,INSIDE,RESIDENCE - PUBLIC HOUSING,,CLAREMONT ,1009143,242913,40.83338861,-73.91004603,"(40.833388611, -73.910046026)"
621925707,6/15/2016,20:25:00,6/15/2016,20:30:00,6/15/2016,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,43,REAR OF,RESIDENCE - PUBLIC HOUSING,,CASTLE HILL,1025580,236918,40.81687244,-73.85068493,"(40.816872438, -73.850684927)"
216344811,5/3/2016,18:00:00,6/6/2016,18:00:00,6/10/2016,109,GRAND LARCENY,402,"LARCENY,GRAND BY FALSE PROMISE-NOT IN PERSON CONTACT",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,43,INSIDE,RESIDENCE - PUBLIC HOUSING,,SOUNDVIEW,1021490,236442,40.81558414,-73.86546385,"(40.81558414, -73.865463846)"
995773557,6/9/2016,13:20:00,6/9/2016,13:35:00,6/9/2016,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,43,INSIDE,RESIDENCE - PUBLIC HOUSING,,CASTLE HILL,1026596,236961,40.81698565,-73.84701407,"(40.816985648, -73.847014071)"
474816503,6/6/2016,19:15:00,6/6/2016,19:30:00,6/6/2016,105,ROBBERY,388,"ROBBERY,RESIDENTIAL COMMON AREA",ATTEMPTED,FELONY,N.Y. HOUSING POLICE,BRONX,42,INSIDE,RESIDENCE - PUBLIC HOUSING,,MORRISANIA ,1007424,239937,40.82522502,-73.91626822,"(40.825225023, -73.916268224)"
556421137,6/3/2016,22:45:00,,,6/3/2016,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,44,FRONT OF,RESIDENCE - PUBLIC HOUSING,,HIGHBRIDGE ,1003988,244111,40.8366898,-73.92867103,"(40.836689799, -73.928671032)"
917079650,6/3/2016,19:30:00,6/3/2016,19:40:00,6/3/2016,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",ATTEMPTED,FELONY,N.Y. HOUSING POLICE,BRONX,43,OPPOSITE OF,RESIDENCE - PUBLIC HOUSING,,CASTLE HILL,1025580,236918,40.81687244,-73.85068493,"(40.816872438, -73.850684927)"
874849789,6/1/2016,8:30:00,,,6/1/2016,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,43,INSIDE,RESIDENCE - PUBLIC HOUSING,,SOUNDVIEW,1020637,237482,40.8184422,-73.86853985,"(40.818442201, -73.868539851)"
899547071,5/31/2016,22:00:00,5/31/2016,23:00:00,6/1/2016,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,45,,RESIDENCE - PUBLIC HOUSING,,WESTCHESTER ,1025661,243553,40.83508322,-73.85035134,"(40.835083222, -73.850351342)"
354708517,5/27/2016,16:00:00,5/28/2016,23:59:00,6/1/2016,109,GRAND LARCENY,422,"LARCENY,GRAND BY OPEN CREDIT CARD (NEW ACCT)",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,45,INSIDE,RESIDENCE - PUBLIC HOUSING,,THROGGS NECK,1033396,238306,40.82064208,-73.82243728,"(40.820642076, -73.822437283)"
187886312,5/29/2016,23:45:00,5/29/2016,23:55:00,5/30/2016,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,43,INSIDE,RESIDENCE - PUBLIC HOUSING,,CASTLE HILL,1026268,237961,40.81973193,-73.8481928,"(40.81973193, -73.848192804)"
260428407,5/29/2016,15:04:00,5/29/2016,15:06:00,5/29/2016,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,43,FRONT OF,RESIDENCE - PUBLIC HOUSING,,SOUNDVIEW,1021490,236442,40.81558414,-73.86546385,"(40.81558414, -73.865463846)"
482946880,5/21/2016,14:00:00,5/22/2016,11:11:00,5/22/2016,110,GRAND LARCENY OF MOTOR VEHICLE,441,"LARCENY,GRAND OF AUTO",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,43,FRONT OF,RESIDENCE - PUBLIC HOUSING,,CASTLE HILL,1025580,236918,40.81687244,-73.85068493,"(40.816872438, -73.850684927)"
374686071,5/21/2016,13:33:00,,,5/21/2016,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,44,INSIDE,RESIDENCE - PUBLIC HOUSING,,CLAREMONT ,1009143,242913,40.83338861,-73.91004603,"(40.833388611, -73.910046026)"
960408110,5/19/2016,9:45:00,5/19/2016,10:15:00,5/19/2016,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,43,REAR OF,RESIDENCE - PUBLIC HOUSING,,CASTLE HILL,1026596,236961,40.81698565,-73.84701407,"(40.816985648, -73.847014071)"
156956325,5/18/2016,2:20:00,5/18/2016,2:25:00,5/18/2016,109,GRAND LARCENY,404,"LARCENY,GRAND FROM PERSON,PERSONAL ELECTRONIC DEVICE(SNATCH)",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,43,FRONT OF,RESIDENCE - PUBLIC HOUSING,,BRONXDALE,1021275,240025,40.82541936,-73.86622081,"(40.825419359, -73.866220811)"
573275714,5/17/2016,21:58:00,5/17/2016,22:00:00,5/17/2016,106,FELONY ASSAULT,106,"ASSAULT 2,1,PEACE OFFICER",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,45,FRONT OF,RESIDENCE - PUBLIC HOUSING,,THROGGS NECK,1033283,237655,40.8188559,-73.82285031,"(40.818855896, -73.822850307)"
260191097,5/17/2016,1:50:00,5/17/2016,2:01:00,5/17/2016,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,43,REAR OF,RESIDENCE - PUBLIC HOUSING,,CASTLE HILL,1025622,237609,40.81876884,-73.85052893,"(40.818768839, -73.850528931)"
815135102,5/11/2016,20:00:00,5/12/2016,7:00:00,5/16/2016,109,GRAND LARCENY,457,"LARCENY,GRAND OF VEHICULAR/MOTORCYCLE ACCESSORIES",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,43,FRONT OF,RESIDENCE - PUBLIC HOUSING,,SOUNDVIEW,1020891,236726,40.81636615,-73.86762631,"(40.816366145, -73.867626311)"
102456695,5/15/2016,12:35:00,,,5/15/2016,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,43,FRONT OF,RESIDENCE - PUBLIC HOUSING,,BRONXDALE,1021275,240025,40.82541936,-73.86622081,"(40.825419359, -73.866220811)"
207635134,5/13/2016,13:45:00,5/13/2016,13:55:00,5/13/2016,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,43,INSIDE,RESIDENCE - PUBLIC HOUSING,,CASTLE HILL,1026304,236909,40.81684432,-73.84806933,"(40.816844318, -73.848069331)"
909703825,5/13/2016,3:00:00,5/13/2016,3:05:00,5/13/2016,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,43,INSIDE,RESIDENCE - PUBLIC HOUSING,,CASTLE HILL,1026268,237961,40.81973193,-73.8481928,"(40.81973193, -73.848192804)"
499131551,5/13/2016,3:00:00,5/13/2016,3:05:00,5/13/2016,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,43,INSIDE,RESIDENCE - PUBLIC HOUSING,,CASTLE HILL,1026268,237961,40.81973193,-73.8481928,"(40.81973193, -73.848192804)"
386851951,5/10/2016,23:15:00,5/10/2016,23:20:00,5/11/2016,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,43,FRONT OF,RESIDENCE - PUBLIC HOUSING,,BRONXDALE,1021275,240025,40.82541936,-73.86622081,"(40.825419359, -73.866220811)"
285953566,5/9/2016,19:00:00,5/10/2016,7:00:00,5/10/2016,110,GRAND LARCENY OF MOTOR VEHICLE,441,"LARCENY,GRAND OF AUTO",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,43,REAR OF,RESIDENCE - PUBLIC HOUSING,,CASTLE HILL,1026382,237309,40.81794183,-73.84778502,"(40.817941833, -73.847785022)"
646308459,5/9/2016,17:00:00,5/9/2016,17:15:00,5/9/2016,106,FELONY ASSAULT,106,"ASSAULT 2,1,PEACE OFFICER",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,43,FRONT OF,RESIDENCE - PUBLIC HOUSING,,SOUNDVIEW,1020891,236726,40.81636615,-73.86762631,"(40.816366145, -73.867626311)"
192708859,5/8/2016,2:30:00,5/8/2016,12:30:00,5/8/2016,109,GRAND LARCENY,457,"LARCENY,GRAND OF VEHICULAR/MOTORCYCLE ACCESSORIES",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,43,FRONT OF,RESIDENCE - PUBLIC HOUSING,,CASTLE HILL,1026127,237697,40.819008,-73.84870388,"(40.819007995, -73.848703875)"
532947285,4/1/2016,9:00:00,5/6/2016,9:00:00,5/6/2016,109,GRAND LARCENY,420,"LARCENY,GRAND BY OPEN/COMPROMISE CELL PHONE ACCT",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,44,INSIDE,RESIDENCE - PUBLIC HOUSING,,HIGHBRIDGE ,1003988,244111,40.8366898,-73.92867103,"(40.836689799, -73.928671032)"
620960637,4/30/2016,19:00:00,,,5/5/2016,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,43,INSIDE,RESIDENCE - PUBLIC HOUSING,,SOUNDVIEW,1020874,237525,40.81855924,-73.86768337,"(40.818559244, -73.867683367)"
175956735,4/30/2016,10:45:00,4/30/2016,11:10:00,4/30/2016,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,43,INSIDE,RESIDENCE - PUBLIC HOUSING,,SOUNDVIEW,1020891,236726,40.81636615,-73.86762631,"(40.816366145, -73.867626311)"
126736062,4/30/2016,10:45:00,4/30/2016,11:10:00,4/30/2016,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",ATTEMPTED,FELONY,N.Y. HOUSING POLICE,BRONX,43,INSIDE,RESIDENCE - PUBLIC HOUSING,,SOUNDVIEW,1020891,236726,40.81636615,-73.86762631,"(40.816366145, -73.867626311)"
983499096,4/29/2016,20:04:00,4/29/2016,20:06:00,4/29/2016,105,ROBBERY,389,"ROBBERY,DWELLING",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,44,INSIDE,RESIDENCE - PUBLIC HOUSING,,CLAREMONT ,1009143,242913,40.83338861,-73.91004603,"(40.833388611, -73.910046026)"
538724277,4/27/2016,21:00:00,4/27/2016,21:30:00,4/27/2016,109,GRAND LARCENY,404,"LARCENY,GRAND FROM PERSON,PERSONAL ELECTRONIC DEVICE(SNATCH)",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,45,FRONT OF,RESIDENCE - PUBLIC HOUSING,,THROGGS NECK,1032948,238316,40.820672,-73.82405583,"(40.820672004, -73.824055827)"
754223806,4/26/2016,15:40:00,4/26/2016,15:50:00,4/26/2016,105,ROBBERY,389,"ROBBERY,DWELLING",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,45,INSIDE,RESIDENCE - PUBLIC HOUSING,,THROGGS NECK,1033396,238306,40.82064208,-73.82243728,"(40.820642076, -73.822437283)"
568169305,4/25/2016,16:00:00,4/25/2016,16:10:00,4/25/2016,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,43,INSIDE,RESIDENCE - PUBLIC HOUSING,,CASTLE HILL,1025866,238415,40.82097993,-73.84964239,"(40.820979933, -73.849642388)"
142894587,4/24/2016,5:50:00,4/24/2016,6:39:00,4/24/2016,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,43,INSIDE,RESIDENCE - PUBLIC HOUSING,,BRONXDALE,1021367,240874,40.82774923,-73.8658837,"(40.827749233, -73.865883696)"
452893527,4/23/2016,23:55:00,4/24/2016,15:00:00,4/24/2016,110,GRAND LARCENY OF MOTOR VEHICLE,441,"LARCENY,GRAND OF AUTO",COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,43,OPPOSITE OF,STREET,,CASTLE HILL,1027228,237469,40.81837691,-73.84472754,"(40.818376912, -73.844727536)"
832238903,4/18/2016,5:00:00,4/18/2016,6:00:00,4/21/2016,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,45,OPPOSITE OF,STREET,,THROGGS NECK,1033040,237544,40.81855258,-73.82372905,"(40.818552578, -73.823729046)"
502795812,4/20/2016,1:20:00,4/20/2016,9:00:00,4/20/2016,109,GRAND LARCENY,409,"LARCENY,GRAND BY EXTORTION",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,44,INSIDE,RESIDENCE - PUBLIC HOUSING,,HIGHBRIDGE ,1003761,243811,40.83586689,-73.92949225,"(40.83586689, -73.92949225)"
230221032,4/18/2016,20:15:00,,,4/18/2016,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,43,INSIDE,RESIDENCE - PUBLIC HOUSING,,BRONXDALE,1020544,239893,40.82506009,-73.86886281,"(40.82506009, -73.868862808)"
110938321,4/17/2016,21:30:00,4/18/2016,9:30:00,4/18/2016,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,43,INSIDE,RESIDENCE - PUBLIC HOUSING,,CASTLE HILL,1026999,237853,40.81943199,-73.84555244,"(40.819431994, -73.845552435)"
672039187,4/17/2016,19:00:00,,,4/18/2016,109,GRAND LARCENY,405,"LARCENY,GRAND BY THEFT OF CREDIT CARD",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,45,INSIDE,RESIDENCE - PUBLIC HOUSING,,THROGGS NECK,1033678,238650,40.82158468,-73.82141589,"(40.821584683, -73.821415888)"
447896787,4/17/2016,22:32:00,,,4/17/2016,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,43,INSIDE,,,SOUNDVIEW,1020891,236726,40.81636615,-73.86762631,"(40.816366145, -73.867626311)"
269255641,4/16/2016,8:40:00,,,4/17/2016,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,45,FRONT OF,RESIDENCE - PUBLIC HOUSING,,THROGGS NECK,1032948,238316,40.820672,-73.82405583,"(40.820672004, -73.824055827)"
138065852,4/16/2016,16:45:00,,,4/16/2016,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,40,INSIDE,RESIDENCE - PUBLIC HOUSING,,MOTT HAVEN,1005426,235225,40.81229693,-73.92350234,"(40.812296927, -73.923502342)"
155588223,4/15/2016,12:00:00,4/15/2016,12:10:00,4/15/2016,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,43,FRONT OF,RESIDENCE - PUBLIC HOUSING,,CASTLE HILL,1026999,237853,40.81943199,-73.84555244,"(40.819431994, -73.845552435)"
408086026,4/14/2016,7:30:00,,,4/14/2016,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",ATTEMPTED,FELONY,N.Y. HOUSING POLICE,BRONX,43,INSIDE,RESIDENCE - PUBLIC HOUSING,,CASTLE HILL,1026382,237309,40.81794183,-73.84778502,"(40.817941833, -73.847785022)"
689274787,4/12/2016,21:30:00,4/12/2016,22:00:00,4/12/2016,109,GRAND LARCENY,421,"LARCENY,GRAND FROM VEHICLE/MOTORCYCLE",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,43,FRONT OF,RESIDENCE - PUBLIC HOUSING,,BRONXDALE,1021275,240025,40.82541936,-73.86622081,"(40.825419359, -73.866220811)"
791225742,4/12/2016,11:30:00,4/12/2016,11:40:00,4/12/2016,105,ROBBERY,389,"ROBBERY,DWELLING",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,43,INSIDE,RESIDENCE - PUBLIC HOUSING,,CASTLE HILL,1026382,237309,40.81794183,-73.84778502,"(40.817941833, -73.847785022)"
462661018,4/11/2016,10:00:00,4/11/2016,10:10:00,4/11/2016,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,43,INSIDE,RESIDENCE - PUBLIC HOUSING,,SOUNDVIEW,1020891,236726,40.81636615,-73.86762631,"(40.816366145, -73.867626311)"
465488331,4/10/2016,4:30:00,4/10/2016,4:45:00,4/10/2016,105,ROBBERY,384,"ROBBERY,POCKETBOOK/CARRIED BAG",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,43,INSIDE,RESIDENCE - PUBLIC HOUSING,,CASTLE HILL,1026304,236909,40.81684432,-73.84806933,"(40.816844318, -73.848069331)"
366423463,4/7/2016,12:45:00,4/7/2016,13:22:00,4/7/2016,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",ATTEMPTED,FELONY,N.Y. HOUSING POLICE,BRONX,43,INSIDE,RESIDENCE - PUBLIC HOUSING,,SOUNDVIEW,1020891,236726,40.81636615,-73.86762631,"(40.816366145, -73.867626311)"
489212509,4/3/2016,21:00:00,,,4/3/2016,106,FELONY ASSAULT,106,"ASSAULT 2,1,PEACE OFFICER",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,42,INSIDE,RESIDENCE - PUBLIC HOUSING,,MORRISANIA,1010158,242490,40.83222468,-73.90637977,"(40.832224679, -73.906379774)"
